Ticker,Company,Date,Open,High,Low,Close,Volume,Daily_Return
CAT,Caterpillar Inc,2024-02-08,324.67,326.43,321.4201,322.0,1986100.0,-0.004913625266540933
CAT,Caterpillar Inc,2024-02-09,322.0,322.33,315.57,317.16,2823170.0,-0.015031055900621038
CAT,Caterpillar Inc,2024-02-12,317.21,323.09,316.51,321.63,2483602.0,0.014093832765796455
CAT,Caterpillar Inc,2024-02-13,315.79,316.0,310.79,312.84,2923359.0,-0.02732954015483635
CAT,Caterpillar Inc,2024-02-14,316.01,317.85,313.97,316.71,1887095.0,0.012370540851553535
CAT,Caterpillar Inc,2024-02-15,315.95,323.21,315.46,323.07,2362937.0,0.02008146253670562
CAT,Caterpillar Inc,2024-02-16,323.72,328.3,321.44,321.91,2513347.0,-0.003590553130900287
CAT,Caterpillar Inc,2024-02-20,317.26,319.0,312.74,313.74,2701572.0,-0.02537976453045887
CAT,Caterpillar Inc,2024-02-21,312.9,317.82,312.9,317.14,1780222.0,0.010836998788805952
CAT,Caterpillar Inc,2024-02-22,321.0,323.37,320.34,322.09,1875783.0,0.015608248722961404
CAT,Caterpillar Inc,2024-02-23,323.0,325.08,322.05,323.88,1575227.0,0.005557452885839531
CAT,Caterpillar Inc,2024-02-26,323.65,327.24,322.25,325.38,1650017.0,0.004631344942571225
CAT,Caterpillar Inc,2024-02-27,326.98,327.945,323.77,327.63,1640875.0,0.006914991702009932
CAT,Caterpillar Inc,2024-02-28,327.39,331.68,326.99,329.56,1471162.0,0.005890791441565124
CAT,Caterpillar Inc,2024-02-29,331.0,334.89,330.1,333.96,2699773.0,0.013351134846461887
CAT,Caterpillar Inc,2024-03-01,334.0,337.77,333.6,336.7,1815536.0,0.008204575398251368
CAT,Caterpillar Inc,2024-03-04,335.6,340.26,334.79,338.65,1551197.0,0.005791505791505669
CAT,Caterpillar Inc,2024-03-05,335.42,338.99,331.7401,333.53,2029966.0,-0.015118854274324578
CAT,Caterpillar Inc,2024-03-06,336.25,337.73,334.16,335.63,1542427.0,0.006296285191736972
CAT,Caterpillar Inc,2024-03-07,338.51,342.34,338.43,340.22,1732485.0,0.013675773917707135
CAT,Caterpillar Inc,2024-03-08,342.07,344.5,338.1,339.19,2307423.0,-0.0030274528246430066
CAT,Caterpillar Inc,2024-03-11,337.0,338.205,331.53,334.97,1868119.0,-0.012441404522538946
CAT,Caterpillar Inc,2024-03-12,335.28,338.39,332.74,337.24,1646140.0,0.0067767262739946155
CAT,Caterpillar Inc,2024-03-13,338.14,343.1,337.39,341.52,1818943.0,0.012691258450954646
CAT,Caterpillar Inc,2024-03-14,344.55,346.84,338.94,341.92,2110175.0,0.0011712344811432018
CAT,Caterpillar Inc,2024-03-15,342.97,347.29,341.15,346.97,4406009.0,0.01476953673373882
CAT,Caterpillar Inc,2024-03-18,348.08,353.34,347.86,351.9,2528184.0,0.014208721215090536
CAT,Caterpillar Inc,2024-03-19,351.6,354.0,349.62,353.9,2207751.0,0.005683432793407217
CAT,Caterpillar Inc,2024-03-20,351.12,358.18,348.14,356.45,2563949.0,0.007205425261373355
CAT,Caterpillar Inc,2024-03-21,357.67,365.2,356.72,364.56,2616273.0,0.022752139149951
CAT,Caterpillar Inc,2024-03-22,364.6,365.52,357.86,358.11,2051989.0,-0.017692560895325893
